timestamp,buyer,seller,symbol,currency,price,quantity
940900,,,EMERALDS,XIRECS,9992,6
941400,,,EMERALDS,XIRECS,10008,7
948000,,,TOMATOES,XIRECS,4953,3
950400,,,TOMATOES,XIRECS,4966,3
951800,,,TOMATOES,XIRECS,4953,2
952000,,,EMERALDS,XIRECS,9992,6
954400,,,EMERALDS,XIRECS,10008,8
955600,,,EMERALDS,XIRECS,9992,3
957600,,,TOMATOES,XIRECS,4948,5
967400,,,TOMATOES,XIRECS,4964,5
968200,,,EMERALDS,XIRECS,10008,6
969600,,,EMERALDS,XIRECS,10008,6
969700,,,TOMATOES,XIRECS,4964,3
972900,,,EMERALDS,XIRECS,9992,5
973400,,,EMERALDS,XIRECS,10008,8
977900,,,TOMATOES,XIRECS,4952,5
979000,,,TOMATOES,XIRECS,4965,5
979200,,,EMERALDS,XIRECS,10008,6
982500,,,TOMATOES,XIRECS,4950,3
982900,,,EMERALDS,XIRECS,10008,6
983800,,,EMERALDS,XIRECS,10008,3
985100,,,TOMATOES,XIRECS,4946,2
985600,,,EMERALDS,XIRECS,10008,6
993000,,,TOMATOES,XIRECS,4956,2
995600,,,TOMATOES,XIRECS,4958,3
